verdict	cle	chambre	amendement	sort	auteur	dossier	article	segment	longueur_fenetre	vise	nb_segments_fenetre	fenetre	dispositif	segment_texte	url
juste	d01b5e22c09c9c66	assemblee	641	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L121-42	LEGIARTI000028744497:0	60	sans visée	1	eur de communications électroniques, au sens du 6° de l'arti	I. – Après l’article L. 121‑41 du code de la consommation, la section 7 est ainsi rédigée : « Section 7 « Achats par l’intermédiaire des opérateurs de communications électroniques « Art. L. 121‑42. – L’opérateur de communications électroniques, au sens du 6° de l’article L. 32 du code des postes et des communications électroniques, exploitant un numéro à valeur ajoutée, son abonné auquel ce numéro […]	L'opérateur de communications électroniques, au sens du 6° de l'article L. 32 du code des postes et des communications électroniques, exploitant un numéro à valeur ajoutée, son abonné auquel ce numéro est affecté et, s'il est différent, le fournisseur du produit ou du service à valeur ajoutée mettent gratuitement à la disposition des consommateurs un outil accessible en ligne permettant d'identifi […]	
juste	d0aedecfc01116ae	assemblee	305	Adopté	M. Philippe Kemel	JORFDOLE000026795365	L332-5-2	LEGIARTI000027762004:0	60	sans visée	1	le rétablissement personnel sans liquidation judiciaire emp	Après l'alinéa 12, insérer les treize alinéas suivants : « 5° L'avant-dernier alinéa de l’article L. 330‑1 est ainsi rédigé : « À l’occasion des recours exercés devant lui en application des articles L. 331‑4, L. 331‑7 et L. 332‑2, le juge du tribunal d’instance peut avec l’accord du débiteur, décider l’ouverture d’une procédure de rétablissement personnel avec liquidation judiciaire. Lorsqu’il st […]	Lorsque le juge d'instance statue en application de l'avant-dernier alinéa de l'article L. 330-1, le rétablissement personnel sans liquidation judiciaire emporte les mêmes effets que ceux mentionnés à l'article L. 332-5.	
juste	d1616a68b238d740	senat	117	Adopté	M. HYEST	JORFDOLE000017760141	L333-4	LEGIARTI000006292595:2	60	oui	1	ou lorsque le débiteur a bénéficié de l'effacement des dette	Rédiger comme suit le dernier alinéa (XV) de cet article : XV. - La seconde phrase du troisième alinéa de l'article L. 333-4 est complétée par les mots : « ou lorsque le débiteur a bénéficié de l'effacement des dettes résultant de la procédure de rétablissement personnel en application de l'article L. 332-8 » et dans les quatrième et cinquième alinéas du même article, le nombre : « huit » est remp […]	Dès que la commission instituée à l'article L. 331-1 est saisie par un débiteur en application du premier alinéa de l'article L. 331-3, elle en informe la Banque de France aux fins d'inscription au fichier institué au premier alinéa du présent article. La même obligation pèse sur le greffe du juge de l'exécution lorsque, sur recours de l'intéressé en application du deuxième alinéa de l'article L.  […]	//www.senat.fr/amendements/2002-2003/398/Amdt_117.html
juste	d32bcdb8521e3de6	senat	152 rect. bis	Adopté	Mme LIENEMANN	JORFDOLE000026795365	L331-3-1	LEGIARTI000027783213:3	60	sans visée	2	le déblocage des allocations de logement s'effectue dans les	I. – Alinéas 7 et 8 Remplacer ces alinéas par trois alinéas ainsi rédigés : - la première phrase est complétée par les mots : « et aux allocations de logement » ; - la seconde phrase est ainsi rédigée : « Le déblocage des allocations de logement s’effectue dans les conditions prévues aux articles L. 542‑7‑1 et L. 831‑8 du code de la sécurité sociale. » ; II. – Alinéa 10 1° Première phrase Remplace […]	La décision déclarant la recevabilité de la demande emporte rétablissement des droits à l'aide personnalisée au logement et aux allocations de logement. Le déblocage des allocations de logement s'effectue dans les conditions prévues aux articles L. 542-7-1 et L. 831-8 du code de la sécurité sociale.	//www.senat.fr/amendements/2012-2013/423/Amdt_152.html
faux	d43da337e2385a17	senat	101	Adopté	Mme LÉTARD	JORFDOLE000027383756	L121-91-1	LEGIARTI000028742102:0	60	non : L121-84-11	1	l est tenu d'offrir gratuitement à tous ses clients la possi	Rédiger ainsi cet article : I. – Le code de la consommation est ainsi modifié : 1° Après l'article L. 121-84-11, il est inséré un article L. 121-84-12 ainsi rédigé : « Art. L. 121-84-12. - Le fournisseur de téléphonie fixe et mobile et d'accès à internet est tenu de proposer le paiement par chèque et un mode de paiement en espèces dans les conditions prévues par le code monétaire et financier. Il  […]	Le fournisseur d'électricité et de gaz naturel est tenu d'offrir gratuitement à tous ses clients la possibilité de payer ses factures par mandat compte.	//www.senat.fr/amendements/2013-2014/283/Amdt_101.html
juste	d47f86adf7928531	assemblee	204	Adopté	Mme Laure de La Raudière	JORFDOLE000027383756	L111-3	LEGIARTI000028747406:2	60	sans visée	1	un décret précise les modalités et conditions d'application	Après l’alinéa 13, insérer l’alinéa suivant : « Un décret précise les modalités et conditions d’application du présent article. ».	Un décret précise les modalités et conditions d'application du présent article.	
juste	d4f3e893e6dc4822	senat	229 rect.	Adopté	LE GOUVERNEMENT	JORFDOLE000021369332	L121-35	LEGIARTI000024039771:0	60	oui	1	dès lors que la pratique en cause revêt un caractère déloyal	Après l'article 26, insérer un article additionnel ainsi rédigé : Le code de la consommation est ainsi modifié : 1° Les 1°, 4° et 5° de l'article L. 115-30 sont abrogés ; 2° Le dernier alinéa de l'article L. 121-8 est supprimé ; 3° Le premier alinéa de l'article L. 121-35 est complété par les mots : « dès lors que la pratique en cause revêt un caractère déloyal au sens de l'article L. 120-1 » ; 4° […]	Est interdite toute vente ou offre de vente de produits ou de biens ou toute prestation ou offre de prestation de services faite aux consommateurs et donnant droit, à titre gratuit, immédiatement ou à terme, à une prime consistant en produits, biens ou services sauf s'ils sont identiques à ceux qui font l'objet de la vente ou de la prestation dès lors que la pratique en cause revêt un caractère dé […]	//www.senat.fr/amendements/2010-2011/21/Amdt_229.html
juste	d5151abab5d34f1c	assemblee	30	Adopté	M. Jean-Louis Bricout	JORFDOLE000027383756	L121-111	LEGIARTI000028741268:3	60	sans visée	2	mmes versées par le consommateur au titre d'un dépôt de gara	I. – Après l’alinéa 35, insérer les vingt-cinq alinéas suivants : « Section 17 « Contrats relatifs au gaz de pétrole liquéfié « Art. L. 121‑105. – Les dispositions de la présente section s’appliquent aux contrats souscrits par un consommateur ayant pour objet la fourniture de gaz de pétrole liquéfié en vrac, la mise à disposition ou la vente de matériels de stockage de gaz de pétrole liquéfié en v […]	En cas de transaction portant sur la propriété immobilière où la citerne est installée, le professionnel ne peut subordonner la restitution des sommes versées par le consommateur au titre d'un dépôt de garantie à la souscription d'un contrat par le nouveau propriétaire.	
juste	d6311c1404142ced	senat	661 rect.	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L218-1	LEGIARTI000028748371:3	60	oui	2	les agents peuvent exiger la communication et obtenir ou pre	Après l’article 37 Insérer un article additionnel ainsi rédigé : L'article L. 218-1 du code de la consommation est ainsi modifié : 1° Au premier alinéa, les mots : « , en présence de l’occupant des lieux ou de son représentant, » et les mots : « auprès du professionnel, qui est tenu de les fournir, » sont supprimés ; 2° Il est ajouté trois alinéas ainsi rédigés : « Les agents peuvent exiger la com […]	Les agents peuvent exiger la communication et obtenir ou prendre copie par tout moyen et sur tout support des documents de toute nature, entre quelques mains qu'ils se trouvent, propres à faciliter l'accomplissement de leur mission et la mise à leur disposition des moyens indispensables pour effectuer leurs vérifications.	//www.senat.fr/amendements/2012-2013/810/Amdt_661.html
juste	d6dcf157a8532a1f	senat	87	Adopté	LE GOUVERNEMENT	JORFDOLE000029134377	L121-21	LEGIARTI000029947703:3	60	sans visée	1	xercer son droit de rétractation à compter de la conclusion	Après l’alinéa 5 Insérer deux alinéas ainsi rédigés : …) Le 2° de l’article L. 121‑21 est complété par une phrase ainsi rédigée : « Toutefois, le consommateur doit être en mesure d’exercer son droit de rétractation à compter de la conclusion du contrat. » ;	2° De la réception du bien par le consommateur ou un tiers, autre que le transporteur, désigné par lui, pour les contrats de vente de biens et les contrats de prestation de services incluant la livraison de biens. Le consommateur peut exercer son droit de rétractation à compter de la conclusion du contrat.	//www.senat.fr/amendements/2014-2015/60/Amdt_87.html
juste	d71684ba077a0886	senat	105	Adopté	M. HYEST	JORFDOLE000017760141	L332-9	LEGIARTI000006292580:0	60	oui	1	que l'actif réalisé est suffisant pour désintéresser les cré	Rédiger comme suit le texte proposé par le V de cet article pour insérer un article L. 332-9 dans le code de la consommation : « Art. L. 332-9 - Lorsque l'actif réalisé est suffisant pour désintéresser les créanciers, le juge prononce la clôture de la procédure. Lorsque l'actif réalisé est insuffisant pour désintéresser les créanciers ou lorsque le débiteur ne possède rien d'autre que des biens me […]	Lorsque l'actif réalisé est suffisant pour désintéresser les créanciers, le juge prononce la clôture de la procédure. Lorsque l'actif réalisé est insuffisant pour désintéresser les créanciers ou lorsque le débiteur ne possède rien d'autre que des biens meublants nécessaires à la vie courante et des biens non professionnels indispensables à l'exercice de son activité professionnelle, le juge pronon […]	//www.senat.fr/amendements/2002-2003/398/Amdt_105.html
douteux	d7f72008c1ae7885	senat	23 rect. bis	Adopté	M. REICHARDT	JORFDOLE000051045642	L223-1	LEGIARTI000051830285:3	60	sans visée	1	l'interdiction prévue au premier alinéa n'est pas applicable	Alinéa 14 Rédiger ainsi cet alinéa : « L’interdiction prévue au premier alinéa n’est pas applicable lorsque la personne appelée est un client. Dans ce cas, le professionnel peut le démarcher par téléphone pour lui proposer tout produit ou service qu’il commercialise, sans préjudice du droit d’opposition du client à la conservation et l’utilisation de ses données à caractère personnel. » ;	L'interdiction prévue au premier alinéa n'est pas applicable lorsque la sollicitation intervient dans le cadre de l'exécution d'un contrat en cours et a un rapport avec l'objet de ce contrat, y compris lorsqu'il s'agit de proposer au consommateur des produits ou des services afférents ou complémentaires à l'objet du contrat en cours ou de nature à améliorer ses performances ou sa qualité.	//www.senat.fr/amendements/2024-2025/469/Amdt_23.html
juste	da73468a794a2e94	assemblee	539	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L121-34	LEGIARTI000028747663:0	60	sans visée	1	onsommateur qui ne souhaite pas faire l'objet de prospection	Compléter cet article par les douze alinéas suivants : « III. – La section 4 du même chapitre Ier est ainsi rédigée : « Section 4 « Régime d’opposition au démarchage téléphonique « Art. L. 121‑34. – Le consommateur qui ne souhaite pas faire l’objet de prospection commerciale par voie téléphonique peut gratuitement s’inscrire sur une liste d’opposition au démarchage téléphonique. « Il est interdit  […]	Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique peut gratuitement s'inscrire sur une liste d'opposition au démarchage téléphonique.	
juste	dabf6c1d5847e2a3	assemblee	2	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L121-34	LEGIARTI000028747663:5	60	oui	1	at, pris après avis de la commission nationale de l'informat	I. - Supprimer les alinéas 70 à 77 et l’alinéa 129 ; II. – A l’alinéa 78, remplacer la référence « L. 121-20-2 » par la référence « L. 121-20-1 » ; III. – A l’alinéa 79, remplacer la référence « L. 121-20-3 » par la référence « L. 121-20-2 » ; IV. - Compléter l’article 5 par les alinéas suivants : « III. – La section 4 du même chapitre Ier est ainsi rédigé : « Section 4 « Régime d’opposition au dé […]	Un décret en Conseil d'Etat, pris après avis de la Commission nationale de l'informatique et des libertés, détermine les modalités de fonctionnement du mécanisme d'opposition au démarchage téléphonique, les conditions dans lesquelles les entreprises ont accès à une version actualisée de la liste et les modalités du contrôle de l'Etat sur l'organisme gestionnaire.	
juste	db75b61d020deeb3	senat	426	Adopté	M. LEMOYNE	JORFDOLE000046027237	L215-1-1	LEGIARTI000046190107:2	60	sans visée	1	es modalités techniques de nature à garantir une identificat	I. – Alinéas 1 à 6 Remplacer ces alinéas par quatorze alinéas ainsi rédigés : I. – Le code de la consommation est ainsi modifié : 1° Le chapitre V du titre I er du livre II est ainsi modifié : a) Le titre est ainsi rédigé : « Reconduction et modalités de résiliation des contrats » ; b) Après l’article L. 215‑1, il est inséré un article L. 215‑1‑1, ainsi rédigé : « Art. L. 215‑1‑1. – Lorsqu’un cont […]	Un décret fixe notamment les modalités techniques de nature à garantir une identification du consommateur et un accès facile, direct et permanent à la fonctionnalité mentionnée au deuxième alinéa, telles que ses modalités de présentation et d'utilisation. Il détermine les informations devant être fournies par le consommateur.	//www.senat.fr/amendements/2021-2022/828/Amdt_426.html
juste	dd07c689b6d3c460	senat	409 rect.	Adopté	LE GOUVERNEMENT	JORFDOLE000017760141	L332-5	LEGIARTI000006292676:0	60	sans visée	1	casion des recours exercés devant le juge de l'exécution pou	Avant le quatrième alinéa du V de cet article, insérer deux alinéas ainsi rédigés : « Art. L. … - A l'occasion des recours exercés devant le juge de l'exécution pour contester les décisions de la commission en matière d'orientation du dossier ou en application des articles L. 331‑4 et L. 332‑2, celui‑ci peut, avec l'accord du débiteur, décider l'ouverture d'une procédure de rétablissement personne […]	A l'occasion des recours exercés devant le juge de l'exécution pour contester les décisions de la commission en matière d'orientation du dossier ou en application des articles L. 331-4 et L. 332-2, celui-ci peut, avec l'accord du débiteur, décider l'ouverture d'une procédure de rétablissement personnel.	//www.senat.fr/amendements/2002-2003/398/Amdt_409.html
juste	dd7c5402ab946361	senat	660	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L218-4	LEGIARTI000028748407:1	60	sans visée	1	utefois, lorsque l'opérateur apporte la preuve qu'une partie	Rédiger ainsi cet article : L’article L. 218‑4 du code de la consommation est ainsi rédigé : « Art. L. 218‑4. – S’il est établi que des produits ne sont pas conformes à la réglementation en vigueur ou présentent ou sont susceptibles de présenter, compte tenu de leurs conditions communes de production ou de commercialisation, un danger pour la santé publique ou la sécurité des consommateurs, le pré […]	Toutefois, lorsque l'opérateur apporte la preuve qu'une partie des produits est conforme à la réglementation en vigueur ou ne présente pas de danger pour la santé publique ou la sécurité des consommateurs, il peut remettre ces produits sur le marché.	//www.senat.fr/amendements/2012-2013/810/Amdt_660.html
juste	de1ae51fbd67dab7	senat	288	Adopté	M. YUNG	JORFDOLE000026795365	L331-3-1	LEGIARTI000027860258:5	60	oui	2	de la décision déclarant la recevabilité de la demande, le d	Après l’article 18 Insérer un article ainsi rédigé : L’article L. 331-3-1 du code de la consommation est complété par un alinéa ainsi rédigé : « À compter de la décision déclarant la recevabilité de la demande, le délai de trente jours mentionné au deuxième alinéa de l’article L. 113-3 du code des assurances, lorsqu’il est applicable, est porté à cent vingt jours pour les assurances ayant pour obj […]	A compter de la décision déclarant la recevabilité de la demande, le délai de trente jours mentionné au deuxième alinéa de l'article L. 113-3 du code des assurances, lorsqu'il est applicable, est porté à cent vingt jours pour les assurances ayant pour objet la garantie de remboursement d'un emprunt relevant du chapitre II du titre Ier du présent livre III et figurant dans l'état du passif définiti […]	//www.senat.fr/amendements/2012-2013/423/Amdt_288.html
juste	de2c17834f314aee	senat	664	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L121-35	LEGIARTI000028747839:1	60	oui	1	cas où ces primes sont constituées d'objets distribués dans	Après l'article 13 Insérer un article additionnel ainsi rédigé : L’article L. 121-35 du code de la consommation est ainsi rédigé : « Art. L. 121-35 - Est interdite toute vente ou offre de vente de produits ou de biens ou toute prestation ou offre de prestation de services faite aux consommateurs et donnant droit, à titre gratuit, immédiatement ou à terme, à une prime consistant en produits, biens  […]	Dans le cas où ces primes sont constituées d'objets distribués dans le but de satisfaire à des exigences environnementales, ils doivent être entièrement recyclables, qu'il s'agisse de carton recyclable ignifugé ou d'encres alimentaires.	//www.senat.fr/amendements/2012-2013/810/Amdt_664.html
juste	ded78f4e5b8aecd3	senat	2198	Adopté	LE GOUVERNEMENT	JORFDOLE000043113774	L121-2	LEGIARTI000043974654:4	60	sans visée	1	origine france ou de toute mention, signe ou symbole équiva	"Rédiger ainsi cet article : Au b du 2° de l’article L. 121‑2 du code de la consommation, après les mots : « son origine », sont insérés les mots : « notamment, au regard des règles justifiant l’apposition de la mention ""fabriqué en France"", ""origine France"" ou de toute mention, signe ou symbole équivalent, au sens du code européen des douanes sur l’origine non préférentielle des produits »."	b) Les caractéristiques essentielles du bien ou du service, à savoir : ses qualités substantielles, sa composition, ses accessoires, son origine, notamment au regard des règles justifiant l'apposition des mentions “ fabriqué en France ” ou “ origine France ” ou de toute mention, signe ou symbole équivalent, au sens du code des douanes de l'Union sur l'origine non préférentielle des produits, sa qu […]	//www.senat.fr/amendements/2020-2021/667/Amdt_2198.html
juste	dfc9b213f466d306	senat	95 rect.	Adopté	M. VERZELEN	JORFDOLE000051045642	L121-11	LEGIARTI000051830271:2	60	oui, par renumérotation	1	ou au consentement au démarchage téléphonique mentionné au c	Après l'alinéa 5 Insérer cinq alinéas ainsi rédigés : .... – Le livre I er est ainsi modifié : 1° Au troisième alinéa de l’article L. 121-11, après le mot : « vendu », sont insérés les mots : « ou au consentement au démarchage téléphonique mentionné au chapitre III du titre II du livre II » ; 2° Après l’article L. 132-14, il est inséré un article L. 132-14-1 ainsi rédigé : « Art. L. 132-14-1 . – L […]	Est également interdit le fait de subordonner la vente d'un bien ou la fourniture d'un service à la conclusion d'un contrat d'assurance accessoire au bien ou au service vendu ou au consentement au démarchage téléphonique mentionné au chapitre III du titre II du livre II, sans permettre au consommateur d'acheter le bien ou d'obtenir la fourniture du service séparément.	//www.senat.fr/amendements/2024-2025/469/Amdt_95.html
juste	e04f96176fbad0ad	senat	112	Adopté	M. MARINI	JORFDOLE000017760197	L311-4	LEGIARTI000006292383:1	60	oui	1	iser l'identité du prêteur, la nature, l'objet et la durée d	Après l'article 59, insérer un article additionnel ainsi rédigé : Le code de la consommation est ainsi modifié : I. - L'article L. 311-4 est ainsi rédigé : « Art. L. 311-4 . – Toute publicité faite, reçue ou perçue en France qui, quel que soit son support, porte sur l'une des opérations de crédit à la consommation visées à l'article L. 311-2, est loyale et informative. Son contenu doit : « 1º Préc […]	1° Préciser l'identité du prêteur, la nature, l'objet et la durée de l'opération proposée ainsi que le coût total et, s'il y a lieu, le taux effectif global annuel du crédit, à l'exclusion de tout autre taux, ainsi que les perceptions forfaitaires ;	//www.senat.fr/amendements/2002-2003/166/Amdt_112.html
juste	e18396134b23ddc2	senat	409 rect.	Adopté	LE GOUVERNEMENT	JORFDOLE000017760141	L332-5	LEGIARTI000006292676:1	60	sans visée	1	i, au terme d'un délai de neuf mois à compter du dépôt du do	Avant le quatrième alinéa du V de cet article, insérer deux alinéas ainsi rédigés : « Art. L. … - A l'occasion des recours exercés devant le juge de l'exécution pour contester les décisions de la commission en matière d'orientation du dossier ou en application des articles L. 331‑4 et L. 332‑2, celui‑ci peut, avec l'accord du débiteur, décider l'ouverture d'une procédure de rétablissement personne […]	Si, au terme d'un délai de neuf mois à compter du dépôt du dossier, la commission n'a pas décidé de son orientation, le débiteur peut saisir le juge aux fins d'ouverture d'une procédure de rétablissement personnel. Au cours des trois mois suivant la date d'expiration du délai visé au premier alinéa de l'article L. 331-3, le taux d'intérêt applicable à tous les emprunts en cours contractés par le d […]	//www.senat.fr/amendements/2002-2003/398/Amdt_409.html
juste	e1a98d82ba1908ec	assemblee	2	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L121-34-1	LEGIARTI000028742042:0	60	oui	1	t manquement à l'article l. 121-34 est passible d'une amende	I. - Supprimer les alinéas 70 à 77 et l’alinéa 129 ; II. – A l’alinéa 78, remplacer la référence « L. 121-20-2 » par la référence « L. 121-20-1 » ; III. – A l’alinéa 79, remplacer la référence « L. 121-20-3 » par la référence « L. 121-20-2 » ; IV. - Compléter l’article 5 par les alinéas suivants : « III. – La section 4 du même chapitre Ier est ainsi rédigé : « Section 4 « Régime d’opposition au dé […]	Tout manquement à l'article L. 121-34 est passible d'une amende administrative dont le montant ne peut excéder 15 000 € pour une personne physique et 75 000 € pour une personne morale. L'amende est prononcée dans les conditions prévues à l'article L. 141-1-2.	
juste	e21076075f018101	assemblee	30	Adopté	M. Jean-Louis Bricout	JORFDOLE000027383756	L121-111	LEGIARTI000028741268:2	60	sans visée	1	éfaut, les sommes dues par le professionnel mentionnées aux	I. – Après l’alinéa 35, insérer les vingt-cinq alinéas suivants : « Section 17 « Contrats relatifs au gaz de pétrole liquéfié « Art. L. 121‑105. – Les dispositions de la présente section s’appliquent aux contrats souscrits par un consommateur ayant pour objet la fourniture de gaz de pétrole liquéfié en vrac, la mise à disposition ou la vente de matériels de stockage de gaz de pétrole liquéfié en v […]	A défaut, les sommes dues par le professionnel mentionnées aux deux premiers alinéas sont de plein droit majorées de moitié.	
faux	e2662634f0250004	assemblee	475	Adopté	M. François Brottes	JORFDOLE000027383756	L218-1	LEGIARTI000028748371:4	60	sans visée	2	par tout traitement approprié dans des documents directement	Le III de l’article 44 de la loi n° 78‑17 du 6 janvier 1978 relative à l’informatique, aux fichiers et aux libertés est ainsi modifié : 1° Après le troisième alinéa, il est inséré un alinéa ainsi rédigé : « En dehors des contrôles sur place et sur convocation, ils peuvent procéder à toute constatation utile ; ils peuvent notamment, à partir d’un service de communication au public en ligne, consult […]	Pour le contrôle des opérations faisant appel à l'informatique, ils ont accès aux logiciels et aux données stockées ainsi qu'à la restitution en clair des informations propres à faciliter l'accomplissement de leurs missions. Ils peuvent en demander la transcription par tout traitement approprié dans des documents directement utilisables pour les besoins du contrôle.	
juste	e2d9408ac3136cae	assemblee	993	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L116-1	LEGIARTI000028743109:2	60	sans visée	1	briqués, mis en vente ou destinés à être mis en vente, une i	Compléter cet article par les treize alinéas suivants : « II. - Le titre I du livre I du code de la consommation, est complété par un chapitre VI ainsi rédigé : « Chapitre VI » « Dispositions relatives à l’outre-mer « Art. L. 116‑1.- L’article L. 115‑16 est applicable dans les îles Wallis et Futuna dans la rédaction suivante : « Est puni de deux ans d’emprisonnement et d’une amende de 35 800 000 f […]	"""2° D'apposer ou de faire apparaître, par addition, retranchement ou par une altération quelconque, sur des produits, naturels ou fabriqués, mis en vente ou destinés à être mis en vente, une indication géographique définie au même article L. 721-2 en la sachant inexacte ;"	
juste	e3901588d8f56b02	assemblee	30	Adopté	M. Jean-Louis Bricout	JORFDOLE000027383756	L121-112	LEGIARTI000028741270:0	60	sans visée	1	sente section est d'ordre public. elle est applicable aux co	I. – Après l’alinéa 35, insérer les vingt-cinq alinéas suivants : « Section 17 « Contrats relatifs au gaz de pétrole liquéfié « Art. L. 121‑105. – Les dispositions de la présente section s’appliquent aux contrats souscrits par un consommateur ayant pour objet la fourniture de gaz de pétrole liquéfié en vrac, la mise à disposition ou la vente de matériels de stockage de gaz de pétrole liquéfié en v […]	La présente section est d'ordre public. Elle est applicable aux consommateurs et aux non-professionnels.	
juste	e3e2de8d4a8e27a1	assemblee	41	Adopté	M. Frédéric Barbier	JORFDOLE000027383756	L121-42	LEGIARTI000028744497:0	60	sans visée	1	service accessible à ce numéro d'appel ou de message textue	À l’alinéa 4, substituer à la seconde occurrence du mot : « service » les mots : « produit ou service accessible à ce numéro d’appel ou de message textuel, la description sommaire du produit ou service ».	L'opérateur de communications électroniques, au sens du 6° de l'article L. 32 du code des postes et des communications électroniques, exploitant un numéro à valeur ajoutée, son abonné auquel ce numéro est affecté et, s'il est différent, le fournisseur du produit ou du service à valeur ajoutée mettent gratuitement à la disposition des consommateurs un outil accessible en ligne permettant d'identifi […]	
juste	e4f4c023e0bfaca9	senat	96 rect.	Adopté	M. VERZELEN	JORFDOLE000051045642	L221-16	LEGIARTI000051830288:0	60	sans visée	1	si le consommateur s'oppose à la poursuite de la communicati	Alinéa 8 Rédiger ainsi cet alinéa : aa) La seconde phrase du premier alinéa de l’article L. 221‑16 est ainsi rédigée : « Si le consommateur s’oppose à la poursuite de la communication, le professionnel met fin sans délai à l’appel et s’abstient de le contacter à nouveau. »	Sans préjudice des dispositions de l'article L. 221-12, le professionnel qui contacte un consommateur par téléphone en vue de conclure un contrat portant sur la vente d'un bien ou sur la fourniture d'un service indique au début de la conversation, de manière claire, précise et compréhensible, son identité, le cas échéant l'identité de la personne pour le compte de laquelle il effectue cet appel et […]	//www.senat.fr/amendements/2024-2025/469/Amdt_96.html
juste	e6d36f84f6d3345c	assemblee	526	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L312-9	LEGIARTI000028748108:5	60	sans visée	4	délai de douze mois à compter de la signature de l'offre de	Rédiger ainsi cet article : « I. – L’article L. 312‑9 du code de la consommation, dans sa rédaction issue de la loi n° 2013‑672 du 26 juillet 2013 de séparation et de régulation des activités bancaires, est ainsi modifié : « a) Au premier alinéa, les mots : « l’adhésion à » et les mots : « de groupe qu’il a souscrit » sont supprimés. « b) Au troisième alinéa, le mot : « ou » est remplacé par le si […]	Si l'offre définie à l'article L. 312-7 a été émise, le prêteur notifie à l'emprunteur sa décision d'acceptation ou de refus et lui adresse, s'il y a lieu, l'offre modifiée mentionnée à l'article L. 312-8, dans un délai de dix jours ouvrés à compter de la réception de la demande de substitution. Si l'emprunteur fait usage du droit de résiliation du contrat d'assurance dans le délai de douze mois à […]	
juste	e810433302b6c477	assemblee	30	Adopté	M. Jean-Louis Bricout	JORFDOLE000027383756	L121-107	LEGIARTI000028741260:3	60	sans visée	1	les prix des produits et services contractuels à la date d'e	I. – Après l’alinéa 35, insérer les vingt-cinq alinéas suivants : « Section 17 « Contrats relatifs au gaz de pétrole liquéfié « Art. L. 121‑105. – Les dispositions de la présente section s’appliquent aux contrats souscrits par un consommateur ayant pour objet la fourniture de gaz de pétrole liquéfié en vrac, la mise à disposition ou la vente de matériels de stockage de gaz de pétrole liquéfié en v […]	3° Les prix des produits et services contractuels à la date d'entrée en vigueur du contrat ;	
juste	e88e2f089f66496c	assemblee	993	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L116-1	LEGIARTI000028743109:6	60	sans visée	1	e tribunal peut, en outre, ordonner l'affichage du jugement	Compléter cet article par les treize alinéas suivants : « II. - Le titre I du livre I du code de la consommation, est complété par un chapitre VI ainsi rédigé : « Chapitre VI » « Dispositions relatives à l’outre-mer « Art. L. 116‑1.- L’article L. 115‑16 est applicable dans les îles Wallis et Futuna dans la rédaction suivante : « Est puni de deux ans d’emprisonnement et d’une amende de 35 800 000 f […]	"""Le tribunal peut, en outre, ordonner l'affichage du jugement dans les lieux qu'il désigne et son insertion intégrale ou par extraits dans les journaux qu'il indique, le tout aux frais du condamné."	
juste	e8e71123ec19d098	senat	632	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L215-3-4	LEGIARTI000028743251:1	60	sans visée	1	le contrôle de la vente de biens et de la fourniture de ser	Alinéa 11 Rédiger ainsi cet alinéa : « II. – Pour le contrôle de la vente de biens et de la fourniture de services sur internet, les agents mentionnés au I peuvent faire usage d’une identité d’emprunt. »	II.-Pour le contrôle de la vente de biens et de la fourniture de services sur internet, les agents mentionnés au I du présent article peuvent faire usage d'une identité d'emprunt.	//www.senat.fr/amendements/2012-2013/810/Amdt_632.html
faux	eaab1cd9f24102e1	assemblee	624	Adopté	M. Frédéric Barbier	JORFDOLE000027383756	L136-2	LEGIARTI000028741835:0	60	sans visée	1	ralement dans les contrats de prestation de services auxquel	Le code de la consommation est ainsi modifié : 1° Le premier alinéa de l’article L. 136‑1 est ainsi modifié : a) Après le mot : « écrit », sont insérés les mots : « , par lettre nominative ou courrier électronique dédiés » ; b) Il est complété par une phrase ainsi rédigée : « Cette information délivrée dans des termes clairs et compréhensibles fait apparaître dans un encadré apparent la date limit […]	L'article L. 136-1 est reproduit intégralement dans les contrats de prestation de services auxquels il s'applique.	
